datetime,Ta_2m,Ta_2m_uncertainty,PCP,Huma_2m,Huma_2m_Uncertainty,Irradiation,Irradiation_Uncertainty,Windspeed,Wind_direction,gRad2,gRaddown,Ts_10cm,Ts_60cm,date
2023-08-01T00:30:00Z,13.9,NA,0,90.9,NA,NA,NA,1.9,339,11,8,12.3,12.4,2023-08-01
2023-08-01T01:00:00Z,13.6,NA,0,91.6,NA,NA,NA,1.5,288,10,8,12.3,12.3,2023-08-01
2023-08-01T01:30:00Z,13.6,NA,0,91.4,NA,NA,NA,1.6,292,10,8,12.3,12.4,2023-08-01
2023-08-01T02:00:00Z,13.6,NA,0,91.5,NA,NA,NA,1.7,293,10,7,12.3,12.3,2023-08-01
2023-08-01T02:30:00Z,13.6,NA,0,92.4,NA,NA,NA,1.6,305,10,8,12.3,12.3,2023-08-01
2023-08-01T03:00:00Z,13.6,NA,0,92.8,NA,NA,NA,1.6,287,10,7,12.3,12.4,2023-08-01
2023-08-01T03:30:00Z,13.7,NA,0,92.8,NA,NA,NA,1.7,256,10,7,12.3,12.3,2023-08-01
2023-08-01T04:00:00Z,13.7,NA,0,92.7,NA,NA,NA,1.7,339,9,7,12.3,12.4,2023-08-01
2023-08-01T04:30:00Z,13.7,NA,0,92.2,NA,NA,NA,1.9,247,9,7,12.3,12.4,2023-08-01
2023-08-01T05:00:00Z,13.7,NA,0,91.5,NA,NA,NA,2.1,50,9,7,12.3,12.4,2023-08-01
2023-08-01T05:30:00Z,13.6,NA,0,91.7,NA,NA,NA,1.7,285,10,7,12.3,12.4,2023-08-01
2023-08-01T06:00:00Z,13.8,NA,0,91,NA,NA,NA,1.8,307,9,7,12.2,12.3,2023-08-01
2023-08-01T06:30:00Z,13.6,NA,0,90.5,NA,NA,NA,1.8,293,9,7,12.2,12.3,2023-08-01
2023-08-01T07:00:00Z,13.6,NA,0,90.5,NA,NA,NA,1.7,182,9,7,12.2,12.4,2023-08-01
2023-08-01T07:30:00Z,13.9,NA,0,89.5,NA,NA,NA,1.7,326,8,7,12.2,12.3,2023-08-01
2023-08-01T08:00:00Z,14.3,NA,0,88.2,NA,NA,NA,1.8,346,6,8,12.1,12.4,2023-08-01
2023-08-01T08:30:00Z,15,NA,0,86.2,NA,NA,NA,1.8,356,7,8,12.1,12.3,2023-08-01
2023-08-01T09:00:00Z,15.8,NA,0,83.6,NA,NA,NA,2.1,333,7,9,12.1,12.3,2023-08-01
2023-08-01T09:30:00Z,17.4,NA,0,79.5,NA,NA,NA,1.9,338,9,10,12,12.3,2023-08-01
2023-08-01T10:00:00Z,18.6,NA,0,76.1,NA,NA,NA,2,278,12,13,12,12.2,2023-08-01
2023-08-01T10:30:00Z,18.9,NA,0,73.4,NA,NA,NA,2,278,14,13,12,12.3,2023-08-01
2023-08-01T11:00:00Z,20.5,NA,0,69.7,NA,NA,NA,2.1,324,16,15,11.9,12.2,2023-08-01
2023-08-01T11:30:00Z,20.8,NA,0,66.7,NA,NA,NA,2,326,19,17,12,12.2,2023-08-01
2023-08-01T12:00:00Z,20.7,NA,0,65.9,NA,NA,NA,2.1,337,21,17,12,12.2,2023-08-01
2023-08-01T12:30:00Z,19.3,NA,0,67.9,NA,NA,NA,2,333,19,17,12,12.2,2023-08-01
2023-08-01T13:00:00Z,17.3,NA,0,73,NA,NA,NA,1.5,221,16,15,12.1,12.2,2023-08-01
2023-08-01T13:30:00Z,20.2,NA,0,70.1,NA,NA,NA,1.7,0,16,14,12.1,12.2,2023-08-01
2023-08-01T14:00:00Z,20.3,NA,0,67.2,NA,NA,NA,1.7,342,19,16,12.2,12.2,2023-08-01
2023-08-01T14:30:00Z,19.6,NA,0,68.8,NA,NA,NA,1.5,356,19,16,12.2,12.2,2023-08-01
2023-08-01T15:00:00Z,17.8,NA,0,73.9,NA,NA,NA,1.4,326,18,15,12.2,12.2,2023-08-01
2023-08-01T15:30:00Z,18.2,NA,0,74.8,NA,NA,NA,1.6,356,16,14,12.3,12.2,2023-08-01
2023-08-01T16:00:00Z,15.7,NA,0,84.1,NA,NA,NA,1.4,343,14,13,12.3,12.2,2023-08-01
2023-08-01T16:30:00Z,16.3,NA,0,82.4,NA,NA,NA,1.2,307,12,12,12.3,12.3,2023-08-01
2023-08-01T17:00:00Z,15.5,NA,0,83.4,NA,NA,NA,1,305,11,11,12.4,12.3,2023-08-01
2023-08-01T17:30:00Z,15.4,NA,0,82.7,NA,NA,NA,1.1,278,10,10,12.4,12.3,2023-08-01
2023-08-01T18:00:00Z,14.7,NA,0,84.8,NA,NA,NA,1,292,9,10,12.5,12.3,2023-08-01
2023-08-01T18:30:00Z,14.2,NA,0,88.9,NA,NA,NA,1.2,245,8,9,12.5,12.3,2023-08-01
2023-08-01T19:00:00Z,14.2,NA,0,87.9,NA,NA,NA,1.4,293,8,9,12.5,12.3,2023-08-01
2023-08-01T19:30:00Z,13.8,NA,0,84.1,NA,NA,NA,1.1,275,7,8,12.6,12.3,2023-08-01
2023-08-01T20:00:00Z,13.7,NA,0,84.9,NA,NA,NA,1.1,229,7,8,12.5,12.3,2023-08-01
2023-08-01T20:30:00Z,13.3,NA,0,88.8,NA,NA,NA,1,263,6,8,12.6,12.3,2023-08-01
2023-08-01T21:00:00Z,13.5,NA,0,89.1,NA,NA,NA,1.2,231,6,8,12.6,12.3,2023-08-01
2023-08-01T21:30:00Z,13.6,NA,0,90.9,NA,NA,NA,1.3,274,7,8,12.6,12.3,2023-08-01
2023-08-01T22:00:00Z,13.5,NA,0,91.7,NA,NA,NA,1.3,277,7,8,12.5,12.3,2023-08-01
2023-08-01T22:30:00Z,13.4,NA,0,92.7,NA,NA,NA,1.1,5,6,7,12.5,12.3,2023-08-01
2023-08-01T23:00:00Z,13.3,NA,0,92.7,NA,NA,NA,1.2,168,7,7,12.5,12.3,2023-08-01
2023-08-01T23:30:00Z,13.4,NA,0,92.5,NA,NA,NA,1.2,237,7,7,12.5,12.3,2023-08-01
2023-08-02T00:30:00Z,12,NA,0,98.8,NA,NA,NA,0.8,232,4,7,12.5,12.3,2023-08-02
2023-08-02T01:00:00Z,11.8,NA,0,100,NA,NA,NA,0.6,194,4,7,12.5,12.4,2023-08-02
2023-08-02T01:30:00Z,12,NA,0,99.5,NA,NA,NA,0.7,225,4,7,12.5,12.4,2023-08-02
2023-08-02T02:00:00Z,11.9,NA,0,99.9,NA,NA,NA,0.7,230,5,7,12.4,12.4,2023-08-02
2023-08-02T02:30:00Z,11.6,NA,0.2,100,NA,NA,NA,0.8,319,5,6,12.4,12.4,2023-08-02
2023-08-02T03:00:00Z,11.5,NA,0.1,100,NA,NA,NA,0.9,156,6,6,12.4,12.4,2023-08-02
2023-08-02T03:30:00Z,11.7,NA,0,100,NA,NA,NA,0.9,218,6,6,12.4,12.4,2023-08-02
2023-08-02T04:00:00Z,12,NA,0,100,NA,NA,NA,0.7,33,6,7,12.4,12.4,2023-08-02
2023-08-02T04:30:00Z,11.5,NA,0,100,NA,NA,NA,0.5,123,5,7,12.3,12.4,2023-08-02
2023-08-02T05:00:00Z,11.3,NA,0,100,NA,NA,NA,0.6,80,5,6,12.3,12.4,2023-08-02
2023-08-02T05:30:00Z,11.3,NA,0,100,NA,NA,NA,0.6,56,5,6,12.3,12.4,2023-08-02
2023-08-02T06:00:00Z,11.4,NA,0,100,NA,NA,NA,0.5,105,5,7,12.3,12.4,2023-08-02
2023-08-02T06:30:00Z,11.3,NA,0,100,NA,NA,NA,0.6,233,5,7,12.3,12.4,2023-08-02
2023-08-02T07:00:00Z,11.3,NA,0.2,100,NA,NA,NA,0.7,153,7,6,12.3,12.4,2023-08-02
2023-08-02T07:30:00Z,11.4,NA,0.1,99.7,NA,NA,NA,1,140,5,6,12.3,12.4,2023-08-02
2023-08-02T08:00:00Z,11.8,NA,0,100,NA,NA,NA,0.9,229,5,6,12.3,12.4,2023-08-02
2023-08-02T08:30:00Z,12.3,NA,0,100,NA,NA,NA,0.5,97,5,7,12.3,12.4,2023-08-02
2023-08-02T09:00:00Z,13,NA,0,100,NA,NA,NA,0.4,96,5,7,12.3,12.3,2023-08-02
2023-08-02T09:30:00Z,13.9,NA,0,98.4,NA,NA,NA,0.5,63,5,8,12.2,12.3,2023-08-02
2023-08-02T10:00:00Z,14.4,NA,0,95.9,NA,NA,NA,0.6,72,5,9,12.2,12.3,2023-08-02
2023-08-02T10:30:00Z,15.8,NA,0,90.2,NA,NA,NA,1.1,27,5,10,12.2,12.3,2023-08-02
2023-08-02T11:00:00Z,16.8,NA,0,84.2,NA,NA,NA,1.3,329,6,11,12.1,12.3,2023-08-02
2023-08-02T11:30:00Z,16.7,NA,0,83.1,NA,NA,NA,1.3,339,7,12,12.1,12.3,2023-08-02
2023-08-02T12:00:00Z,16.8,NA,0,82.1,NA,NA,NA,1.3,318,7,12,12.1,12.3,2023-08-02
2023-08-02T12:30:00Z,17.7,NA,0,77.6,NA,NA,NA,1.2,23,8,13,12.1,12.3,2023-08-02
2023-08-02T13:00:00Z,16.6,NA,0,80.7,NA,NA,NA,1.1,332,9,13,12.1,12.3,2023-08-02
2023-08-02T13:30:00Z,16,NA,0,81.1,NA,NA,NA,0.9,349,7,12,12.2,12.3,2023-08-02
2023-08-02T14:00:00Z,16.8,NA,0,78.6,NA,NA,NA,0.9,38,7,12,12.2,12.3,2023-08-02
2023-08-02T14:30:00Z,19.9,NA,0,68.4,NA,NA,NA,1.4,0,11,14,12.2,12.2,2023-08-02
2023-08-02T15:00:00Z,21.5,NA,0,60.9,NA,NA,NA,1.8,10,19,18,12.2,12.2,2023-08-02
2023-08-02T15:30:00Z,22.2,NA,0,57.8,NA,NA,NA,1.5,334,25,22,12.2,12.1,2023-08-02
2023-08-02T16:00:00Z,18.6,NA,0,65.3,NA,NA,NA,1.1,309,23,21,12.2,12.1,2023-08-02
2023-08-02T16:30:00Z,17.4,NA,0,72.2,NA,NA,NA,0.9,229,17,17,12.3,12.2,2023-08-02
2023-08-02T17:00:00Z,16.6,NA,0,77.5,NA,NA,NA,0.8,215,13,14,12.3,12.3,2023-08-02
2023-08-02T17:30:00Z,16,NA,0,81,NA,NA,NA,0.7,294,11,13,12.3,12.3,2023-08-02
2023-08-02T18:00:00Z,15.2,NA,0,84.7,NA,NA,NA,0.8,271,9,12,12.4,12.3,2023-08-02
2023-08-02T18:30:00Z,14.5,NA,0,88.8,NA,NA,NA,0.9,186,7,10,12.4,12.3,2023-08-02
2023-08-02T19:00:00Z,14.1,NA,0,91.5,NA,NA,NA,0.8,191,6,9,12.5,12.3,2023-08-02
2023-08-02T19:30:00Z,13.8,NA,0,93.4,NA,NA,NA,0.6,155,5,9,12.5,12.3,2023-08-02
2023-08-02T20:00:00Z,13.5,NA,0,97.2,NA,NA,NA,0.6,120,5,9,12.5,12.3,2023-08-02
2023-08-02T20:30:00Z,13.4,NA,0,99.3,NA,NA,NA,0.7,118,4,8,12.5,12.3,2023-08-02
2023-08-02T21:00:00Z,12.8,NA,0,100,NA,NA,NA,0.7,112,3,8,12.6,12.3,2023-08-02
2023-08-02T21:30:00Z,12.2,NA,0,100,NA,NA,NA,0.5,113,2,7,12.5,12.3,2023-08-02
2023-08-02T22:00:00Z,11.9,NA,0,100,NA,NA,NA,0.6,159,1,7,12.5,12.3,2023-08-02
2023-08-02T22:30:00Z,11.8,NA,0,100,NA,NA,NA,0.5,191,1,7,12.6,12.3,2023-08-02
2023-08-02T23:00:00Z,11.6,NA,0,100,NA,NA,NA,0.5,169,1,6,12.6,12.3,2023-08-02
2023-08-02T23:30:00Z,11.4,NA,0,100,NA,NA,NA,0.6,165,0,6,12.6,12.4,2023-08-02
2023-08-03T00:30:00Z,11,NA,0,100,NA,NA,NA,0.4,142,0,6,12.5,12.4,2023-08-03
2023-08-03T01:00:00Z,11.1,NA,0,100,NA,NA,NA,0.4,183,0,6,12.5,12.4,2023-08-03
2023-08-03T01:30:00Z,10.9,NA,0,100,NA,NA,NA,0.7,207,0,6,12.5,12.4,2023-08-03
2023-08-03T02:00:00Z,10.7,NA,0,100,NA,NA,NA,0.5,187,0,6,12.5,12.4,2023-08-03
2023-08-03T02:30:00Z,10.2,NA,0,100,NA,NA,NA,1.1,218,0,5,12.4,12.4,2023-08-03
2023-08-03T03:00:00Z,10.2,NA,0,100,NA,NA,NA,1,217,0,5,12.4,12.4,2023-08-03
2023-08-03T03:30:00Z,9.7,NA,0,100,NA,NA,NA,1.2,218,0,5,12.4,12.4,2023-08-03
2023-08-03T04:00:00Z,9.6,NA,0,100,NA,NA,NA,1.3,216,0,5,12.4,12.4,2023-08-03
2023-08-03T04:30:00Z,9.3,NA,0,100,NA,NA,NA,1.1,213,0,5,12.3,12.4,2023-08-03
2023-08-03T05:00:00Z,9.1,NA,0,100,NA,NA,NA,1.5,225,0,4,12.3,12.5,2023-08-03
2023-08-03T05:30:00Z,9.1,NA,0,100,NA,NA,NA,1.6,224,1,4,12.3,12.4,2023-08-03
2023-08-03T06:00:00Z,9.2,NA,0,100,NA,NA,NA,1.4,220,1,4,12.3,12.4,2023-08-03
2023-08-03T06:30:00Z,9.2,NA,0,100,NA,NA,NA,1.2,212,1,5,12.3,12.5,2023-08-03
2023-08-03T07:00:00Z,9.2,NA,0,100,NA,NA,NA,1.1,218,1,5,12.3,12.4,2023-08-03
2023-08-03T07:30:00Z,9.5,NA,0,100,NA,NA,NA,1,214,0,4,12.3,12.4,2023-08-03
2023-08-03T08:00:00Z,10.9,NA,0,100,NA,NA,NA,0.8,204,0,5,12.2,12.4,2023-08-03
2023-08-03T08:30:00Z,14.8,NA,0,95.3,NA,NA,NA,0.6,299,2,6,12.1,12.4,2023-08-03
2023-08-03T09:00:00Z,17.4,NA,0,84.9,NA,NA,NA,0.9,316,5,9,12,12.3,2023-08-03
2023-08-03T09:30:00Z,20,NA,0,76.2,NA,NA,NA,1.2,347,6,13,12,12.2,2023-08-03
2023-08-03T10:00:00Z,22.1,NA,0,66.7,NA,NA,NA,1.1,339,10,16,11.9,12.2,2023-08-03
2023-08-03T10:30:00Z,23.3,NA,0,59.3,NA,NA,NA,1.7,355,15,19,11.9,12.1,2023-08-03
2023-08-03T11:00:00Z,24.5,NA,0,55.3,NA,NA,NA,1.7,349,19,22,11.9,12.1,2023-08-03
2023-08-03T11:30:00Z,25.1,NA,0,52.7,NA,NA,NA,1.8,351,24,25,11.9,12.1,2023-08-03
2023-08-03T12:00:00Z,25.3,NA,0,51.2,NA,NA,NA,1.6,337,27,25,11.9,12.1,2023-08-03
2023-08-03T12:30:00Z,25.6,NA,0,49.9,NA,NA,NA,2.1,0,30,26,11.9,12.1,2023-08-03
2023-08-03T13:00:00Z,25.7,NA,0,49.4,NA,NA,NA,2.4,351,30,27,12,12.1,2023-08-03
2023-08-03T13:30:00Z,26,NA,0,49.1,NA,NA,NA,2.2,336,36,28,12.1,12,2023-08-03
2023-08-03T14:00:00Z,24.7,NA,0,51.9,NA,NA,NA,2,15,39,29,12.2,12,2023-08-03
2023-08-03T14:30:00Z,25.1,NA,0,50.9,NA,NA,NA,2.1,2,37,28,12.2,12.1,2023-08-03
2023-08-03T15:00:00Z,25.1,NA,0,51.3,NA,NA,NA,2.1,339,38,29,12.3,12,2023-08-03
2023-08-03T15:30:00Z,23.5,NA,0,54.2,NA,NA,NA,1.7,353,40,29,12.4,12,2023-08-03
2023-08-03T16:00:00Z,22.8,NA,0,56.9,NA,NA,NA,1.5,344,35,26,12.5,12.1,2023-08-03
2023-08-03T16:30:00Z,23.6,NA,0,55,NA,NA,NA,1.6,355,39,29,12.5,12,2023-08-03
2023-08-03T17:00:00Z,22.5,NA,0,57.1,NA,NA,NA,1.6,6,41,32,12.6,12,2023-08-03
2023-08-03T17:30:00Z,19.1,NA,0,65.5,NA,NA,NA,1.3,43,33,26,12.7,12,2023-08-03
2023-08-03T18:00:00Z,17.7,NA,0,71.9,NA,NA,NA,1,136,24,19,12.8,12.2,2023-08-03
2023-08-03T18:30:00Z,16.1,NA,0,80.3,NA,NA,NA,0.7,165,17,15,12.9,12.2,2023-08-03
2023-08-03T19:00:00Z,14.7,NA,0,88,NA,NA,NA,0.7,131,13,13,13,12.2,2023-08-03
2023-08-03T19:30:00Z,14.3,NA,0,93,NA,NA,NA,0.5,105,10,10,13,12.3,2023-08-03
2023-08-03T20:00:00Z,13.8,NA,0,98.5,NA,NA,NA,0.6,110,8,10,13.1,12.3,2023-08-03
2023-08-03T20:30:00Z,13.6,NA,0,99.1,NA,NA,NA,0.5,107,7,9,13.1,12.3,2023-08-03
2023-08-03T21:00:00Z,13.1,NA,0,100,NA,NA,NA,0.4,164,6,8,13.1,12.3,2023-08-03
2023-08-03T21:30:00Z,13,NA,0,100,NA,NA,NA,0.5,161,5,8,13.1,12.3,2023-08-03
2023-08-03T22:00:00Z,13,NA,0,100,NA,NA,NA,0.6,204,5,8,13.1,12.3,2023-08-03
2023-08-03T22:30:00Z,12.5,NA,0,100,NA,NA,NA,0.8,208,5,7,13.1,12.3,2023-08-03
2023-08-03T23:00:00Z,12.1,NA,0,100,NA,NA,NA,1,211,4,7,13.1,12.4,2023-08-03
2023-08-03T23:30:00Z,11.9,NA,0,100,NA,NA,NA,0.8,201,4,7,13.1,12.4,2023-08-03
2023-08-04T00:30:00Z,11.6,NA,0,100,NA,NA,NA,1.3,221,4,7,13,12.4,2023-08-04
2023-08-04T01:00:00Z,11.4,NA,0,100,NA,NA,NA,1,212,4,6,13.1,12.4,2023-08-04
2023-08-04T01:30:00Z,11.1,NA,0,100,NA,NA,NA,1.2,213,3,6,13.1,12.4,2023-08-04
2023-08-04T02:00:00Z,11,NA,0,100,NA,NA,NA,1,201,3,6,13,12.4,2023-08-04
2023-08-04T02:30:00Z,10.9,NA,0,100,NA,NA,NA,1,209,4,6,13,12.4,2023-08-04
2023-08-04T03:00:00Z,10.9,NA,0,100,NA,NA,NA,0.9,199,3,6,13,12.5,2023-08-04
2023-08-04T03:30:00Z,10.8,NA,0,100,NA,NA,NA,0.7,194,3,6,12.9,12.4,2023-08-04
2023-08-04T04:00:00Z,10.8,NA,0,100,NA,NA,NA,0.6,176,3,5,12.9,12.5,2023-08-04
2023-08-04T04:30:00Z,11.1,NA,0,100,NA,NA,NA,0.7,199,4,6,12.9,12.4,2023-08-04
2023-08-04T05:00:00Z,11.5,NA,0,100,NA,NA,NA,0.6,208,4,6,12.9,12.5,2023-08-04
2023-08-04T05:30:00Z,11.6,NA,0,100,NA,NA,NA,0.7,105,5,7,12.8,12.4,2023-08-04
2023-08-04T06:00:00Z,11.9,NA,0,100,NA,NA,NA,0.7,154,5,6,12.8,12.5,2023-08-04
2023-08-04T06:30:00Z,12.3,NA,0,100,NA,NA,NA,0.7,166,5,6,12.8,12.5,2023-08-04
2023-08-04T07:00:00Z,12.5,NA,0,100,NA,NA,NA,0.8,81,5,7,12.7,12.4,2023-08-04
2023-08-04T07:30:00Z,13.2,NA,0,98.1,NA,NA,NA,1.1,131,5,7,12.7,12.4,2023-08-04
2023-08-04T08:00:00Z,13.9,NA,0,92,NA,NA,NA,1.4,293,7,7,12.7,12.4,2023-08-04
2023-08-04T08:30:00Z,14.7,NA,0,87.8,NA,NA,NA,1.3,246,7,7,12.6,12.4,2023-08-04
2023-08-04T09:00:00Z,14.9,NA,0,85.8,NA,NA,NA,0.9,227,6,8,12.7,12.4,2023-08-04
2023-08-04T09:30:00Z,16.3,NA,0,82.3,NA,NA,NA,0.8,327,6,9,12.6,12.4,2023-08-04
2023-08-04T10:00:00Z,18.7,NA,0,75.3,NA,NA,NA,1.1,43,7,11,12.6,12.3,2023-08-04
2023-08-04T10:30:00Z,18.8,NA,0,72.1,NA,NA,NA,1.1,301,11,13,12.5,12.3,2023-08-04
2023-08-04T11:00:00Z,17.4,NA,0,76.1,NA,NA,NA,1.1,287,11,13,12.5,12.3,2023-08-04
2023-08-04T11:30:00Z,18.6,NA,0,74.8,NA,NA,NA,1.1,319,11,13,12.5,12.3,2023-08-04
2023-08-04T12:00:00Z,16.2,NA,0.4,86.7,NA,NA,NA,1,235,11,13,12.5,12.3,2023-08-04
2023-08-04T12:30:00Z,17.3,NA,0,94,NA,NA,NA,1.1,339,10,13,12.5,12.3,2023-08-04
2023-08-04T13:00:00Z,20.3,NA,0,79.1,NA,NA,NA,1.5,320,11,14,12.5,12.3,2023-08-04
2023-08-04T13:30:00Z,21.3,NA,0,68.6,NA,NA,NA,1.7,4,18,18,12.5,12.2,2023-08-04
2023-08-04T14:00:00Z,20.3,NA,0,70,NA,NA,NA,1.3,15,18,19,12.6,12.3,2023-08-04
2023-08-04T14:30:00Z,18.5,NA,0,74.6,NA,NA,NA,1.2,0,15,16,12.6,12.3,2023-08-04
2023-08-04T15:00:00Z,18.2,NA,0,77.3,NA,NA,NA,1.3,37,13,15,12.6,12.3,2023-08-04
2023-08-04T15:30:00Z,16.6,NA,0.5,87.8,NA,NA,NA,0.9,38,12,13,12.7,12.3,2023-08-04
2023-08-04T16:00:00Z,15.5,NA,0.1,98.6,NA,NA,NA,0.9,39,15,13,12.7,12.3,2023-08-04
2023-08-04T16:30:00Z,15.5,NA,0,97.6,NA,NA,NA,0.8,127,14,12,12.7,12.3,2023-08-04
2023-08-04T17:00:00Z,16.3,NA,0,91.8,NA,NA,NA,0.6,192,13,12,12.8,12.3,2023-08-04
2023-08-04T17:30:00Z,15.7,NA,0,93.3,NA,NA,NA,0.4,99,13,12,12.8,12.3,2023-08-04
2023-08-04T18:00:00Z,14.6,NA,0,98.6,NA,NA,NA,0.4,130,12,11,12.8,12.4,2023-08-04
2023-08-04T18:30:00Z,13.9,NA,0,100,NA,NA,NA,0.6,139,11,10,12.9,12.4,2023-08-04
2023-08-04T19:00:00Z,13.7,NA,0,100,NA,NA,NA,0.5,113,10,9,12.9,12.4,2023-08-04
2023-08-04T19:30:00Z,13.4,NA,0,100,NA,NA,NA,0.4,106,10,8,12.9,12.4,2023-08-04
2023-08-04T20:00:00Z,13.5,NA,0,100,NA,NA,NA,0.6,111,9,8,12.9,12.4,2023-08-04
2023-08-04T20:30:00Z,13.2,NA,0,100,NA,NA,NA,0.7,176,8,8,12.9,12.5,2023-08-04
2023-08-04T21:00:00Z,13.5,NA,0,100,NA,NA,NA,0.7,92,8,8,12.9,12.4,2023-08-04
2023-08-04T21:30:00Z,13.1,NA,0,100,NA,NA,NA,0.6,119,9,8,12.9,12.5,2023-08-04
2023-08-04T22:00:00Z,12.3,NA,0,100,NA,NA,NA,0.6,93,6,7,12.9,12.5,2023-08-04
2023-08-04T22:30:00Z,12,NA,0,100,NA,NA,NA,1,194,5,7,12.9,12.5,2023-08-04
2023-08-04T23:00:00Z,11.8,NA,0,100,NA,NA,NA,0.6,135,5,7,12.9,12.5,2023-08-04
2023-08-04T23:30:00Z,11.9,NA,0,100,NA,NA,NA,0.7,116,5,7,12.9,12.5,2023-08-04
2023-08-05T00:30:00Z,13.6,NA,0,97.7,NA,NA,NA,1,241,5,7,12.9,12.5,2023-08-05
2023-08-05T01:00:00Z,13.8,NA,0,95.4,NA,NA,NA,1,252,6,7,12.8,12.5,2023-08-05
2023-08-05T01:30:00Z,13.9,NA,0,93.3,NA,NA,NA,1,158,7,7,12.8,12.5,2023-08-05
2023-08-05T02:00:00Z,13.8,NA,0,94.1,NA,NA,NA,1.2,270,7,7,12.8,12.5,2023-08-05
2023-08-05T02:30:00Z,13.9,NA,0,93.5,NA,NA,NA,1.2,309,7,7,12.8,12.5,2023-08-05
2023-08-05T03:00:00Z,14,NA,0,93,NA,NA,NA,1.2,253,8,7,12.7,12.5,2023-08-05
2023-08-05T03:30:00Z,14,NA,0,93.4,NA,NA,NA,1.4,248,7,8,12.7,12.5,2023-08-05
2023-08-05T04:00:00Z,14,NA,0,92,NA,NA,NA,1.4,12,7,8,12.7,12.5,2023-08-05
2023-08-05T04:30:00Z,14.2,NA,0,91.2,NA,NA,NA,1.3,174,7,8,12.7,12.5,2023-08-05
2023-08-05T05:00:00Z,13.7,NA,0,94.8,NA,NA,NA,1.2,158,7,8,12.7,12.5,2023-08-05
2023-08-05T05:30:00Z,13,NA,0.1,100,NA,NA,NA,1.3,325,8,7,12.7,12.5,2023-08-05
2023-08-05T06:00:00Z,13.2,NA,0,99.4,NA,NA,NA,1.2,260,8,7,12.7,12.5,2023-08-05
2023-08-05T06:30:00Z,13.4,NA,0,99,NA,NA,NA,1.2,249,8,7,12.6,12.5,2023-08-05
2023-08-05T07:00:00Z,13.5,NA,0,98.7,NA,NA,NA,1.1,239,6,7,12.6,12.5,2023-08-05
2023-08-05T07:30:00Z,13.8,NA,0,96.5,NA,NA,NA,1.2,205,6,7,12.6,12.5,2023-08-05
2023-08-05T08:00:00Z,14.2,NA,0,94,NA,NA,NA,1.1,256,5,8,12.6,12.5,2023-08-05
2023-08-05T08:30:00Z,14.6,NA,0,93.9,NA,NA,NA,1,219,5,8,12.6,12.5,2023-08-05
2023-08-05T09:00:00Z,16.5,NA,0,87.6,NA,NA,NA,0.8,312,4,9,12.5,12.5,2023-08-05
2023-08-05T09:30:00Z,18.9,NA,0,78.9,NA,NA,NA,1,308,6,11,12.5,12.4,2023-08-05
2023-08-05T10:00:00Z,18.6,NA,0,77.8,NA,NA,NA,1.1,310,8,13,12.4,12.3,2023-08-05
2023-08-05T10:30:00Z,16.9,NA,0,81.9,NA,NA,NA,1,329,8,13,12.5,12.3,2023-08-05
2023-08-05T11:00:00Z,16.3,NA,0,86.8,NA,NA,NA,1.1,345,6,12,12.5,12.4,2023-08-05
2023-08-05T11:30:00Z,18,NA,0,80.8,NA,NA,NA,1.2,347,8,13,12.5,12.3,2023-08-05
2023-08-05T12:00:00Z,17.5,NA,0,82.2,NA,NA,NA,1.3,325,9,13,12.5,12.3,2023-08-05
2023-08-05T12:30:00Z,17.8,NA,0,81.7,NA,NA,NA,1.2,319,8,13,12.5,12.3,2023-08-05
2023-08-05T13:00:00Z,18.1,NA,0,81.5,NA,NA,NA,1.3,305,10,13,12.5,12.3,2023-08-05
2023-08-05T13:30:00Z,16.6,NA,0,86.2,NA,NA,NA,1.2,291,9,13,12.5,12.3,2023-08-05
2023-08-05T14:00:00Z,17,NA,0,85.1,NA,NA,NA,1.4,306,8,12,12.5,12.4,2023-08-05
2023-08-05T14:30:00Z,15.9,NA,0.1,90.8,NA,NA,NA,1.2,270,8,12,12.6,12.4,2023-08-05
2023-08-05T15:00:00Z,15.6,NA,0,92.1,NA,NA,NA,1,175,8,11,12.6,12.4,2023-08-05
2023-08-05T15:30:00Z,16.4,NA,0,90.5,NA,NA,NA,0.9,184,7,11,12.6,12.4,2023-08-05
2023-08-05T16:00:00Z,17.1,NA,0,85.2,NA,NA,NA,1.2,328,7,12,12.6,12.4,2023-08-05
2023-08-05T16:30:00Z,16.6,NA,0,86.5,NA,NA,NA,1.3,333,8,13,12.6,12.4,2023-08-05
2023-08-05T17:00:00Z,16.1,NA,0,88.2,NA,NA,NA,1.1,261,7,11,12.7,12.4,2023-08-05
2023-08-05T17:30:00Z,15.8,NA,0,87.8,NA,NA,NA,0.7,196,7,11,12.7,12.4,2023-08-05
2023-08-05T18:00:00Z,15.4,NA,0,89.4,NA,NA,NA,0.6,139,6,10,12.7,12.4,2023-08-05
2023-08-05T18:30:00Z,15,NA,0,90.4,NA,NA,NA,0.9,211,6,10,12.7,12.4,2023-08-05
2023-08-05T19:00:00Z,14.8,NA,0,91,NA,NA,NA,1,221,6,9,12.7,12.5,2023-08-05
2023-08-05T19:30:00Z,14.9,NA,0,90.1,NA,NA,NA,0.8,185,5,9,12.7,12.4,2023-08-05
2023-08-05T20:00:00Z,14.9,NA,0,90.9,NA,NA,NA,0.7,142,5,9,12.7,12.4,2023-08-05
